name,num_simulations,solution_id,time_to_solve,sse,extraction_duration,infusion_duration,infusion_pressure,p0,p1,p2,p3,p4
Diagnostics_484_07DEC2022_121,1080,121,0:00:00.111702 hh:mm:ss,6.035969,18.9,8,2,4,5,5,5,5
Diagnostics_485_08DEC2022_425,1080,425,0:00:00.116786 hh:mm:ss,7.183817,17.6,7,1,6,7,6,6,6
Diagnostics_486_09DEC2022_571,720,571,0:00:00.111701 hh:mm:ss,6.787622,16.8,7,2,4,5,5,6,6
Diagnostics_487_10DEC2022_2400,3240,2400,0:00:00.333110 hh:mm:ss,6.464626,16.6,6,1,5,7,7,6,6
Diagnostics_488_11DEC2022_1897,2592,1897,0:00:00.270277 hh:mm:ss,6.957273,16.4,7,2,6,7,7,7,7
Diagnostics_489_12DEC2022_449,640,449,0:00:00.067819 hh:mm:ss,8.51577,17.9,6,2,5,8,8,7,8
Diagnostics_48_20MAR2021_217,2268,217,0:00:00.251022 hh:mm:ss,8.07658,25.3,7,1,8,8,7,5,5
Diagnostics_490_13DEC2022_126,144,126,0:00:00.014491 hh:mm:ss,4.151921,14.2,0,0,3,1,3,4,4
Diagnostics_491_14DEC2022_3690,4860,3690,0:00:00.535733 hh:mm:ss,7.71041,23.1,6,1,4,9,7,6,6
Diagnostics_492_15DEC2022_2553,3456,2553,0:00:00.395466 hh:mm:ss,7.997137,23.9,7,2,5,9,7,6,6
Diagnostics_493_16DEC2022_630,3240,630,0:00:00.341113 hh:mm:ss,7.539118,23.4,6,1,4,8,7,7,6
Diagnostics_494_17DEC2022_1333,1728,1333,0:00:00.182578 hh:mm:ss,9.532834,22.6,7,2,7,8,7,6,7
Diagnostics_495_18DEC2022_360,2592,360,0:00:00.287231 hh:mm:ss,7.809753,21.3,6,1,5,8,7,7,5
Diagnostics_496_19DEC2022_2922,4860,2922,0:00:00.533576 hh:mm:ss,7.106164,24.3,8,1,7,9,7,7,6
Diagnostics_497_20DEC2022_1296,4860,1296,0:00:00.529584 hh:mm:ss,7.206072,23.1,7,2,6,9,7,6,5
Diagnostics_498_28DEC2022_1987,2592,1987,0:00:00.270452 hh:mm:ss,7.549924,21.1,7,2,7,8,7,6,6
Diagnostics_499_30DEC2022_1281,2592,1281,0:00:00.280803 hh:mm:ss,5.589749,19.9,8,2,4,7,7,7,6
Diagnostics_49_20MAR2021_1630,4032,1630,0:00:00.425550 hh:mm:ss,7.377908,23.5,6,3,9,9,6,5,5
Diagnostics_4_30JAN2021_834,2592,834,0:00:00.285082 hh:mm:ss,6.644087,26.3,5,1,7,8,5,6,5
Diagnostics_500_31DEC2022_996,3600,996,0:00:00.383997 hh:mm:ss,7.578596,21.3,7,2,6,9,8,6,5
Diagnostics_501_01JAN2023_2201,5670,2201,0:00:00.638293 hh:mm:ss,9.717752,25.9,8,2,10,9,9,7,7
Diagnostics_502_02JAN2023_429,2016,429,0:00:00.218444 hh:mm:ss,7.790474,26.2,9,2,7,9,7,7,6
Diagnostics_503_03JAN2023_756,2160,756,0:00:00.233375 hh:mm:ss,8.538123,25.4,7,2,6,9,7,8,7
Diagnostics_504_04JAN2023_976,1344,976,0:00:00.145120 hh:mm:ss,8.789004,23.4,6,1,6,9,8,8,8
Diagnostics_505_05JAN2023_860,3240,860,0:00:00.352087 hh:mm:ss,9.354045,29.5,7,1,7,9,8,7,6
Diagnostics_506_06JAN2023_575,3360,575,0:00:00.357304 hh:mm:ss,9.338369,23.6,7,1,7,9,8,6,6
Diagnostics_507_07JAN2023_2610,6480,2610,0:00:00.692513 hh:mm:ss,8.812265,25.9,6,1,5,9,6,5,5
Diagnostics_508_08JAN2023_4380,8748,4380,0:00:00.954074 hh:mm:ss,8.805444,27.9,6,1,8,9,8,7,6
Diagnostics_509_09JAN2023_1045,2592,1045,0:00:00.287233 hh:mm:ss,9.133777,25.0,7,2,8,9,8,6,6
Diagnostics_50_21MAR2021_1400,4320,1400,0:00:00.465755 hh:mm:ss,9.136192,24.4,5,1,7,9,5,6,5
Diagnostics_510_10JAN2023_1814,4536,1814,0:00:00.499702 hh:mm:ss,8.644497,26.5,7,2,8,9,8,6,6
Diagnostics_511_11JAN2023_3304,8505,3304,0:00:00.948104 hh:mm:ss,8.076565,25.8,7,1,8,9,8,6,6
Diagnostics_512_12JAN2023_5195,11340,5195,0:00:01.219262 hh:mm:ss,9.320106,27.1,7,2,8,9,8,6,6
Diagnostics_513_16JAN2023_405,1080,405,0:00:00.113698 hh:mm:ss,5.116001,16.8,6,1,4,6,5,5,5
Diagnostics_514_18JAN2023_541,1620,541,0:00:00.171541 hh:mm:ss,6.013349,16.3,7,2,4,5,6,6,6
Diagnostics_515_19JAN2023_1730,8505,1730,0:00:00.937923 hh:mm:ss,8.604509,22.5,7,2,8,9,9,7,5
Diagnostics_516_20JAN2023_181,1536,181,0:00:00.169055 hh:mm:ss,8.653282,23.2,8,2,8,9,7,6,6
Diagnostics_517_22JAN2023_2340,4860,2340,0:00:00.572469 hh:mm:ss,7.561025,23.3,6,1,4,9,7,7,6
Diagnostics_518_23JAN2023_520,3024,520,0:00:00.316155 hh:mm:ss,7.306615,19.1,4,1,5,9,8,7,5
Diagnostics_519_24JAN2023_416,1792,416,0:00:00.192486 hh:mm:ss,8.666108,22.7,5,1,6,9,9,7,6
Diagnostics_51_22MAR2021_552,768,552,0:00:00.081781 hh:mm:ss,4.568692,16.1,6,1,5,7,6,6,6
Diagnostics_520_25JAN2023_408,1792,408,0:00:00.193488 hh:mm:ss,7.996578,21.7,6,1,5,9,9,7,6
Diagnostics_521_26JAN2023_186,1620,186,0:00:00.178522 hh:mm:ss,8.022654,20.1,8,2,5,7,7,6,6
Diagnostics_522_30JAN2023_1501,1800,1501,0:00:00.221408 hh:mm:ss,5.516871,18.6,6,2,4,7,7,7,7
Diagnostics_523_31JAN2023_1596,4050,1596,0:00:00.419502 hh:mm:ss,6.885682,20.2,7,2,6,9,8,6,6
Diagnostics_524_01FEB2023_2472,4860,2472,0:00:00.526726 hh:mm:ss,8.048024,25.1,7,1,7,8,7,6,6
Diagnostics_525_02FEB2023_5040,6480,5040,0:00:00.699735 hh:mm:ss,8.235,24.5,6,1,5,9,8,6,6
Diagnostics_526_03FEB2023_1536,3888,1536,0:00:00.443534 hh:mm:ss,8.178019,24.0,7,1,7,8,7,5,5
Diagnostics_527_04FEB2023_5040,9720,5040,0:00:01.093451 hh:mm:ss,8.774123,26.7,6,1,5,9,7,5,5
Diagnostics_528_05FEB2023_792,2592,792,0:00:00.284060 hh:mm:ss,8.045418,24.7,6,1,5,8,7,6,5
Diagnostics_529_06FEB2023_1033,3888,1033,0:00:00.427092 hh:mm:ss,8.685503,26.1,7,2,8,9,8,7,6
Diagnostics_52_23MAR2021_2274,5184,2274,0:00:00.569483 hh:mm:ss,7.297953,27.1,6,1,8,9,6,5,5
Diagnostics_530_07FEB2023_1491,5670,1491,0:00:00.627322 hh:mm:ss,7.46732,28.6,6,2,5,10,8,7,6
Diagnostics_531_08FEB2023_681,2592,681,0:00:00.276790 hh:mm:ss,7.157405,22.4,6,2,5,9,7,6,5
Diagnostics_532_09FEB2023_1915,4860,1915,0:00:00.511621 hh:mm:ss,7.823631,22.3,7,2,6,9,8,6,6
Diagnostics_533_10FEB2023_187,1296,187,0:00:00.139652 hh:mm:ss,6.977623,22.4,7,2,7,8,7,6,6
Diagnostics_534_11FEB2023_8,12,8,0:00:00.001994 hh:mm:ss,7.708681,14.7,0,0,1,1,1,2,3
Diagnostics_535_12FEB2023_811,1620,811,0:00:00.167555 hh:mm:ss,6.032253,15.3,7,2,4,5,6,6,6
Diagnostics_536_13FEB2023_81,256,81,0:00:00.027655 hh:mm:ss,5.704639,15.8,7,2,4,5,4,5,4
Diagnostics_537_14FEB2023_1800,3645,1800,0:00:00.384507 hh:mm:ss,5.002735,17.5,6,1,4,6,6,6,6
Diagnostics_538_15FEB2023_1024,1536,1024,0:00:00.161568 hh:mm:ss,6.387978,20.4,6,1,5,8,7,6,6
Diagnostics_539_16FEB2023_720,2592,720,0:00:00.302191 hh:mm:ss,6.638917,18.1,6,1,5,7,7,6,5
Diagnostics_53_24MAR2021_1005,4860,1005,0:00:00.510802 hh:mm:ss,10.551271,28.7,6,1,5,9,9,7,5
Diagnostics_540_17FEB2023_1070,2700,1070,0:00:00.290202 hh:mm:ss,6.198486,19.3,7,1,5,8,6,6,6
Diagnostics_541_18FEB2023_745,2592,745,0:00:00.273300 hh:mm:ss,7.005151,18.2,6,2,7,8,8,7,6
Diagnostics_542_19FEB2023_2401,3456,2401,0:00:00.362178 hh:mm:ss,6.83245,18.3,7,2,6,8,7,6,6
Diagnostics_543_20FEB2023_695,2700,695,0:00:00.287232 hh:mm:ss,5.480534,17.7,6,1,5,8,7,6,5
Diagnostics_544_21FEB2023_2022,4860,2022,0:00:00.515595 hh:mm:ss,7.272917,17.1,6,1,7,8,8,6,6
Diagnostics_545_22FEB2023_3408,8748,3408,0:00:00.932030 hh:mm:ss,9.215535,26.3,5,1,8,9,8,6,6
Diagnostics_546_23FEB2023_552,2304,552,0:00:00.252325 hh:mm:ss,10.216246,27.1,7,1,7,9,7,6,5
Diagnostics_547_24FEB2023_572,3072,572,0:00:00.329231 hh:mm:ss,9.311546,25.2,7,1,10,9,9,7,6
Diagnostics_548_25FEB2023_2832,7290,2832,0:00:00.783966 hh:mm:ss,9.417889,25.7,7,1,8,9,8,6,6
Diagnostics_549_26FEB2023_1554,9720,1554,0:00:01.076097 hh:mm:ss,9.513418,23.4,6,1,7,9,8,6,5
Diagnostics_54_25MAR2021_945,7560,945,0:00:00.796008 hh:mm:ss,8.187357,21.6,5,1,4,9,9,7,5
Diagnostics_550_27FEB2023_1016,2592,1016,0:00:00.274268 hh:mm:ss,7.692212,23.4,7,1,5,9,8,6,6
Diagnostics_551_28FEB2023_845,3240,845,0:00:00.353056 hh:mm:ss,8.486691,23.7,6,1,7,9,8,7,6
Diagnostics_552_01MAR2023_3188,6912,3188,0:00:00.733457 hh:mm:ss,8.810615,24.9,7,1,9,9,8,7,6
Diagnostics_553_02MAR2023_889,6048,889,0:00:00.660768 hh:mm:ss,8.34869,24.3,7,1,8,8,8,7,4
Diagnostics_554_03MAR2023_690,3888,690,0:00:00.416911 hh:mm:ss,8.285785,23.7,7,1,8,9,8,7,5
Diagnostics_555_04MAR2023_2510,5400,2510,0:00:00.587146 hh:mm:ss,9.09736,25.9,7,1,7,9,8,6,5
Diagnostics_556_05MAR2023_637,4032,637,0:00:00.439625 hh:mm:ss,8.779637,25.7,8,1,9,9,8,7,6
Diagnostics_557_06MAR2023_245,2700,245,0:00:00.291037 hh:mm:ss,8.193014,23.1,7,1,6,8,7,5,5
Diagnostics_558_09MAR2023_1302,4860,1302,0:00:00.526592 hh:mm:ss,8.58942,25.2,7,1,7,9,7,6,5
Diagnostics_559_10MAR2023_1729,5040,1729,0:00:00.560654 hh:mm:ss,8.382494,23.8,7,1,8,9,7,7,6
Diagnostics_55_27MAR2021_2905,7560,2905,0:00:00.820488 hh:mm:ss,9.680221,27.5,6,1,9,9,5,5,5
Diagnostics_560_11MAR2023_1260,4860,1260,0:00:00.533905 hh:mm:ss,7.886054,25.5,6,1,4,9,7,6,5
Diagnostics_561_12MAR2023_690,2592,690,0:00:00.280813 hh:mm:ss,8.951767,23.9,7,1,8,9,8,7,6
Diagnostics_562_16MAR2023_2070,4860,2070,0:00:00.524700 hh:mm:ss,8.417934,25.6,6,1,5,9,7,6,6
Diagnostics_563_18MAR2023_2250,4860,2250,0:00:00.525613 hh:mm:ss,7.512993,21.3,5,1,4,8,8,6,6
Diagnostics_564_19MAR2023_3640,7560,3640,0:00:00.833771 hh:mm:ss,8.627303,28.1,6,1,9,9,9,7,7
Diagnostics_565_20MAR2023_2821,6048,2821,0:00:00.660461 hh:mm:ss,9.063531,28.1,7,1,8,9,8,7,6
Diagnostics_566_21MAR2023_2036,4608,2036,0:00:00.507173 hh:mm:ss,9.16038,30.1,7,1,9,9,8,6,6
Diagnostics_567_24MAR2023_1670,4050,1670,0:00:00.440543 hh:mm:ss,7.068026,20.7,5,1,6,8,8,7,7
Diagnostics_568_25MAR2023_1788,3024,1788,0:00:00.326127 hh:mm:ss,10.719881,29.7,7,1,10,9,8,8,7
Diagnostics_569_26MAR2023_3725,5040,3725,0:00:00.561473 hh:mm:ss,9.180727,25.8,6,1,7,9,7,6,6
Diagnostics_56_28MAR2021_4985,9720,4985,0:00:01.046202 hh:mm:ss,8.377524,23.1,6,1,7,9,9,7,6
Diagnostics_570_27MAR2023_852,3456,852,0:00:00.368017 hh:mm:ss,8.746124,29.9,7,1,10,10,8,7,6
Diagnostics_571_28MAR2023_2255,5040,2255,0:00:00.539791 hh:mm:ss,10.56527,28.9,6,1,8,10,9,8,7
Diagnostics_572_29MAR2023_772,3024,772,0:00:00.326090 hh:mm:ss,9.834956,27.1,7,1,9,9,8,8,6
Diagnostics_573_30MAR2023_852,4320,852,0:00:00.492888 hh:mm:ss,10.012169,31.3,7,1,8,10,9,7,6
Diagnostics_574_31MAR2023_1835,7560,1835,0:00:00.806979 hh:mm:ss,8.942466,27.8,6,1,7,10,7,6,5
Diagnostics_575_01APR2023_1813,4536,1813,0:00:00.488294 hh:mm:ss,8.165869,25.3,7,1,8,9,8,6,6
Diagnostics_576_02APR2023_2291,5670,2291,0:00:00.634121 hh:mm:ss,10.019692,27.9,8,2,9,9,8,6,6
Diagnostics_577_03APR2023_1414,5040,1414,0:00:00.546538 hh:mm:ss,7.278917,23.2,7,1,8,9,8,6,5
Diagnostics_578_04APR2023_4025,8505,4025,0:00:00.927337 hh:mm:ss,8.940072,24.5,7,1,6,10,7,7,7
Diagnostics_579_05APR2023_2832,7290,2832,0:00:00.769595 hh:mm:ss,7.930794,23.0,6,1,7,8,8,6,6
Diagnostics_57_29MAR2021_3137,6048,3137,0:00:00.654260 hh:mm:ss,8.348453,22.0,6,2,8,9,8,6,6
Diagnostics_580_09APR2023_4355,8505,4355,0:00:00.938064 hh:mm:ss,10.454643,26.4,7,1,7,10,8,7,7
Diagnostics_581_10APR2023_320,2880,320,0:00:00.308290 hh:mm:ss,10.970965,26.2,6,1,8,10,8,7,7
Diagnostics_582_11APR2023_1951,4860,1951,0:00:00.516680 hh:mm:ss,9.767039,28.6,7,2,8,9,8,6,6
Diagnostics_583_12APR2023_2677,6912,2677,0:00:00.762986 hh:mm:ss,9.090187,25.6,6,2,9,10,8,6,6
Diagnostics_584_13APR2023_875,5040,875,0:00:00.536957 hh:mm:ss,9.676461,26.2,6,1,6,10,8,7,6
Diagnostics_585_14APR2023_1932,4320,1932,0:00:00.463703 hh:mm:ss,6.853554,20.1,6,1,7,9,8,6,6
Diagnostics_586_15APR2023_3536,7560,3536,0:00:00.834800 hh:mm:ss,10.005131,28.6,8,2,9,10,9,7,7
Diagnostics_587_16APR2023_1733,4032,1733,0:00:00.444810 hh:mm:ss,8.946129,34.5,7,2,10,9,7,6,6
Diagnostics_588_17APR2023_1180,4320,1180,0:00:00.500777 hh:mm:ss,10.645025,31.2,7,1,10,10,9,7,6
Diagnostics_589_18APR2023_1939,7560,1939,0:00:00.809487 hh:mm:ss,8.260911,23.9,7,1,8,9,7,6,5
Diagnostics_58_30MAR2021_1890,4320,1890,0:00:00.466752 hh:mm:ss,7.092318,22.1,5,1,4,9,8,5,5
Diagnostics_590_19APR2023_152,2304,152,0:00:00.242408 hh:mm:ss,7.155924,20.3,6,1,5,9,7,5,5
Diagnostics_591_20APR2023_3725,4860,3725,0:00:00.531086 hh:mm:ss,8.324553,24.6,6,1,6,9,7,6,6
Diagnostics_592_22APR2023_792,2592,792,0:00:00.287236 hh:mm:ss,7.271499,22.1,6,1,5,8,8,6,5
Diagnostics_593_23APR2023_3732,7290,3732,0:00:00.799480 hh:mm:ss,7.175865,21.8,5,1,7,9,8,7,6
Diagnostics_594_24APR2023_710,3600,710,0:00:00.388959 hh:mm:ss,8.157388,22.8,7,1,7,9,8,6,5
Diagnostics_595_25APR2023_2296,4536,2296,0:00:00.493680 hh:mm:ss,8.233922,23.8,7,1,8,9,8,7,6
Diagnostics_596_26APR2023_720,3240,720,0:00:00.341113 hh:mm:ss,6.081403,17.3,5,1,4,8,8,6,5
Diagnostics_597_27APR2023_968,2016,968,0:00:00.213934 hh:mm:ss,6.745369,20.0,5,1,5,9,8,8,7
Diagnostics_598_30APR2023_1392,5400,1392,0:00:00.580019 hh:mm:ss,8.057784,23.3,6,1,8,10,8,6,5
Diagnostics_599_01MAY2023_1025,4320,1025,0:00:00.471002 hh:mm:ss,8.484332,23.1,6,1,7,10,8,6,5
Diagnostics_59_31MAR2021_1033,5184,1033,0:00:00.557681 hh:mm:ss,8.289034,24.7,6,2,8,9,8,6,5
Diagnostics_5_31JAN2021_275,2400,275,0:00:00.259307 hh:mm:ss,8.122678,30.8,6,1,7,8,6,5,5
Diagnostics_600_02MAY2023_2036,4608,2036,0:00:00.485455 hh:mm:ss,8.990117,24.4,7,1,9,9,8,7,6
Diagnostics_601_03MAY2023_240,2160,240,0:00:00.235415 hh:mm:ss,6.848554,20.9,7,1,4,6,6,5,5
Diagnostics_602_04MAY2023_1750,7560,1750,0:00:00.829932 hh:mm:ss,7.985174,22.5,7,1,9,9,9,8,5
Diagnostics_603_05MAY2023_2610,4860,2610,0:00:00.520087 hh:mm:ss,7.642835,21.5,6,1,5,9,8,7,6
Diagnostics_604_07MAY2023_3841,7776,3841,0:00:00.843192 hh:mm:ss,9.80246,24.9,6,2,8,10,9,7,6
Diagnostics_605_08MAY2023_2277,5670,2277,0:00:00.613789 hh:mm:ss,8.898672,27.7,7,3,8,9,8,6,6
Diagnostics_606_09MAY2023_1573,5832,1573,0:00:00.632770 hh:mm:ss,9.145329,25.0,6,2,8,10,8,7,6
Diagnostics_607_10MAY2023_3125,6048,3125,0:00:00.658454 hh:mm:ss,8.095574,24.5,7,2,9,9,9,7,7
Diagnostics_608_11MAY2023_2786,6480,2786,0:00:00.700152 hh:mm:ss,8.916762,25.6,7,2,9,9,9,6,6
Diagnostics_609_12MAY2023_1393,2592,1393,0:00:00.274293 hh:mm:ss,6.241768,21.1,6,2,6,8,8,7,6
Diagnostics_60_03APR2021_2070,4860,2070,0:00:00.514432 hh:mm:ss,7.46946,19.1,5,1,4,9,9,6,6
Diagnostics_610_13MAY2023_1573,3240,1573,0:00:00.344889 hh:mm:ss,7.24903,22.4,6,2,7,9,8,6,6
Diagnostics_611_14MAY2023_1122,2592,1122,0:00:00.277798 hh:mm:ss,8.621876,27.1,7,1,7,8,7,6,6
Diagnostics_612_17MAY2023_1789,7776,1789,0:00:00.866684 hh:mm:ss,9.784664,30.4,7,2,8,9,7,6,5
Diagnostics_613_18MAY2023_601,5184,601,0:00:00.562495 hh:mm:ss,10.250683,31.3,7,2,8,10,9,6,6
Diagnostics_614_19MAY2023_3726,7560,3726,0:00:00.831037 hh:mm:ss,9.973928,31.8,7,2,7,9,7,6,6
Diagnostics_615_20MAY2023_2664,3456,2664,0:00:00.379788 hh:mm:ss,8.590721,23.4,6,1,5,8,7,6,7
Diagnostics_616_21MAY2023_790,1280,790,0:00:00.124680 hh:mm:ss,27.326971,22.9,0,0,5,7,5,6,6
Diagnostics_617_21MAY2023_1479,3000,1479,0:00:00.290874 hh:mm:ss,24.247774,17.6,0,0,6,7,6,6,6
Diagnostics_618_21MAY2023_1562,3125,1562,0:00:00.336101 hh:mm:ss,35.448272,39.9,0,0,6,6,6,6,6
Diagnostics_619_21MAY2023_1187,2500,1187,0:00:00.236393 hh:mm:ss,27.035988,21.9,0,0,6,6,6,5,6
Diagnostics_61_07APR2021_1032,2592,1032,0:00:00.273270 hh:mm:ss,5.753799,17.9,7,1,6,8,5,5,5
Diagnostics_620_21MAY2023_752,1500,752,0:00:00.151106 hh:mm:ss,23.143034,16.9,0,0,6,6,6,6,6
Diagnostics_621_21MAY2023_832,1600,832,0:00:00.149627 hh:mm:ss,20.323055,12.6,0,0,7,6,5,7,6
Diagnostics_622_21MAY2023_1562,3125,1562,0:00:00.309702 hh:mm:ss,30.626949,27.9,0,0,6,6,6,6,6
Diagnostics_623_21MAY2023_2646,6480,2646,0:00:00.708627 hh:mm:ss,7.045027,23.6,6,2,6,9,8,5,5
Diagnostics_624_22MAY2023_9,32,9,0:00:00.003989 hh:mm:ss,5.596012,17.2,0,0,8,9,8,9,8
Diagnostics_625_23MAY2023_943,4320,943,0:00:00.467314 hh:mm:ss,8.19759,23.4,6,2,7,8,8,6,5
Diagnostics_626_24MAY2023_2277,4536,2277,0:00:00.501350 hh:mm:ss,8.739285,24.4,6,2,8,9,8,7,6
Diagnostics_627_25MAY2023_2473,4860,2473,0:00:00.541264 hh:mm:ss,9.304189,31.2,6,2,7,9,8,7,6
Diagnostics_628_26MAY2023_2654,6048,2654,0:00:00.642282 hh:mm:ss,8.443933,22.0,5,2,8,8,8,6,6
Diagnostics_629_27MAY2023_1295,4860,1295,0:00:00.520633 hh:mm:ss,8.625897,24.7,6,1,6,9,8,7,6
Diagnostics_62_08APR2021_1968,2592,1968,0:00:00.268630 hh:mm:ss,8.037638,17.0,8,1,7,9,8,6,6
Diagnostics_630_28MAY2023_2359,7560,2359,0:00:00.812757 hh:mm:ss,10.236506,25.7,7,1,8,9,9,7,6
Diagnostics_631_29MAY2023_931,1620,931,0:00:00.179521 hh:mm:ss,10.439487,25.6,8,2,4,5,6,7,6
Diagnostics_632_31MAY2023_2325,2700,2325,0:00:00.300173 hh:mm:ss,7.551048,24.1,6,1,4,7,7,7,7
Diagnostics_633_01JUN2023_2088,2592,2088,0:00:00.277259 hh:mm:ss,7.007214,22.2,6,1,5,8,8,6,6
Diagnostics_634_02JUN2023_2015,4320,2015,0:00:00.479180 hh:mm:ss,6.736015,20.3,7,1,6,8,8,8,6
Diagnostics_635_03JUN2023_1446,11664,1446,0:00:01.230773 hh:mm:ss,7.861114,22.9,6,1,7,9,9,8,5
Diagnostics_636_04JUN2023_492,2160,492,0:00:00.232967 hh:mm:ss,8.189487,21.7,7,1,7,9,8,7,6
Diagnostics_637_05JUN2023_485,3240,485,0:00:00.337099 hh:mm:ss,7.217216,20.4,6,1,6,9,8,7,5
Diagnostics_638_06JUN2023_395,3600,395,0:00:00.389226 hh:mm:ss,6.426679,19.0,6,1,6,9,8,7,5
Diagnostics_639_07JUN2023_2630,6480,2630,0:00:00.718948 hh:mm:ss,6.910686,19.3,5,1,5,9,8,5,5
Diagnostics_63_09APR2021_2130,2304,2130,0:00:00.239766 hh:mm:ss,6.53849,17.3,7,1,7,8,7,6,6
Diagnostics_640_08JUN2023_620,2700,620,0:00:00.284745 hh:mm:ss,5.835569,19.4,6,1,5,8,6,6,5
Diagnostics_641_12JUN2023_352,1536,352,0:00:00.165556 hh:mm:ss,6.178796,21.5,6,1,5,8,8,6,5
Diagnostics_642_13JUN2023_1932,4860,1932,0:00:00.528442 hh:mm:ss,7.416216,22.4,6,1,7,9,8,6,6
Diagnostics_643_14JUN2023_2464,5040,2464,0:00:00.546156 hh:mm:ss,7.207724,19.4,6,1,8,9,9,7,6
Diagnostics_644_15JUN2023_420,3240,420,0:00:00.339118 hh:mm:ss,5.387128,18.2,5,1,4,7,7,7,5
Diagnostics_645_21JUN2023_225,720,225,0:00:00.079812 hh:mm:ss,5.934691,18.3,6,1,4,6,5,6,5
Diagnostics_646_22JUN2023_520,2688,520,0:00:00.289886 hh:mm:ss,6.78376,18.7,5,1,5,9,8,6,5
Diagnostics_647_23JUN2023_665,4320,665,0:00:00.460278 hh:mm:ss,6.443807,18.0,6,1,6,9,9,7,5
Diagnostics_648_24JUN2023_665,4320,665,0:00:00.457832 hh:mm:ss,7.033709,19.9,6,1,6,9,9,7,5
Diagnostics_649_25JUN2023_637,4032,637,0:00:00.429877 hh:mm:ss,7.978512,21.1,7,1,8,9,9,7,5
Diagnostics_64_10APR2021_1980,4320,1980,0:00:00.449231 hh:mm:ss,7.343785,19.7,6,1,5,8,9,7,6
Diagnostics_650_26JUN2023_2544,5184,2544,0:00:00.544550 hh:mm:ss,7.219145,20.7,6,1,7,9,7,6,5
Diagnostics_651_27JUN2023_935,4320,935,0:00:00.463760 hh:mm:ss,6.741432,21.2,6,1,6,8,8,6,5
Diagnostics_652_28JUN2023_805,3024,805,0:00:00.323162 hh:mm:ss,7.010976,18.9,6,1,8,9,8,7,6
Diagnostics_653_03JUL2023_525,2700,525,0:00:00.297206 hh:mm:ss,5.914665,19.9,5,1,4,8,8,7,5
Diagnostics_654_04JUL2023_736,1728,736,0:00:00.211942 hh:mm:ss,7.370262,20.0,6,1,6,9,9,7,6
Diagnostics_655_05JUL2023_520,2688,520,0:00:00.281825 hh:mm:ss,7.111631,19.6,5,1,5,9,8,6,5
Diagnostics_656_06JUL2023_805,4032,805,0:00:00.424425 hh:mm:ss,6.744737,19.6,6,1,8,9,8,6,5
Diagnostics_657_07JUL2023_22,32,22,0:00:00.002992 hh:mm:ss,4.913448,13.5,0,0,9,8,9,8,9
Diagnostics_658_07JUL2023_22,32,22,0:00:00.002992 hh:mm:ss,4.125813,10.7,0,0,9,8,9,8,9
Diagnostics_659_07JUL2023_9,32,9,0:00:00.002992 hh:mm:ss,2.966858,4.9,0,0,8,9,8,9,8
Diagnostics_65_11APR2021_2485,4032,2485,0:00:00.436040 hh:mm:ss,8.037001,22.2,7,1,8,9,8,5,6
Diagnostics_660_09JUL2023_480,1440,480,0:00:00.176039 hh:mm:ss,5.065194,15.1,4,1,4,7,7,7,6
Diagnostics_661_09JUL2023_1608,3240,1608,0:00:00.349400 hh:mm:ss,4.628941,15.5,5,1,5,8,8,7,6
Diagnostics_662_09JUL2023_22,32,22,0:00:00.003989 hh:mm:ss,6.617619,23.9,0,0,9,8,9,8,9
Diagnostics_663_09JUL2023_9,32,9,0:00:00.003989 hh:mm:ss,6.874272,25.1,0,0,8,9,8,9,8
Diagnostics_664_10JUL2023_3325,8505,3325,0:00:00.923531 hh:mm:ss,7.019636,20.6,6,1,9,9,8,6,6
Diagnostics_665_11JUL2023_2107,4536,2107,0:00:00.473733 hh:mm:ss,6.610226,18.8,6,1,8,9,8,6,6
Diagnostics_666_12JUL2023_469,3024,469,0:00:00.311194 hh:mm:ss,6.523186,17.2,6,1,8,9,8,8,6
Diagnostics_667_13JUL2023_889,6048,889,0:00:00.668277 hh:mm:ss,5.893165,20.3,6,1,9,9,9,7,5
Diagnostics_668_14JUL2023_501,1344,501,0:00:00.141650 hh:mm:ss,6.821441,16.9,4,2,10,9,9,9,8
Diagnostics_669_15JUL2023_2201,2520,2201,0:00:00.269886 hh:mm:ss,7.129656,20.1,4,2,10,9,9,9,9
Diagnostics_66_13APR2021_1813,3024,1813,0:00:00.323727 hh:mm:ss,7.610208,19.4,7,1,8,9,8,6,6
Diagnostics_670_23JUL2023_536,2160,536,0:00:00.227423 hh:mm:ss,8.656577,21.3,4,2,10,10,9,9,8
Diagnostics_671_03SEP2023_9,32,9,0:00:00.002992 hh:mm:ss,5.235808,15.9,0,0,8,9,8,9,8
Diagnostics_672_25AUG2023_1121,5040,1121,0:00:00.540041 hh:mm:ss,7.178662,23.6,5,2,9,9,9,7,6
Diagnostics_673_26AUG2023_1477,2016,1477,0:00:00.213429 hh:mm:ss,10.487249,25.1,9,1,9,10,9,9,9
Diagnostics_674_27AUG2023_2421,4536,2421,0:00:00.483734 hh:mm:ss,6.108536,24.9,9,3,9,9,9,9,8
Diagnostics_675_28AUG2023_987,3240,987,0:00:00.347098 hh:mm:ss,7.584548,22.4,8,3,9,9,9,8,7
Diagnostics_676_29AUG2023_1147,1200,1147,0:00:00.129654 hh:mm:ss,12.355908,28.0,20,3,6,9,9,9,9
