name,num_simulations,solution_id,time_to_solve,sse,extraction_duration,infusion_duration,infusion_pressure,p0,p1,p2,p3,p4
Diagnostics_291_24FEB2022_1080,1440,1080,0:00:00.152586 hh:mm:ss,10.902329,23.0,9,1,4,6,7,6,6
Diagnostics_292_28FEB2022_2215,2916,2215,0:00:00.344197 hh:mm:ss,10.861156,20.1,6,2,5,7,6,6,7
Diagnostics_293_03MAR2022_960,2160,960,0:00:00.222433 hh:mm:ss,9.901824,20.9,7,1,4,6,6,6,6
Diagnostics_294_04MAR2022_1192,3024,1192,0:00:00.326225 hh:mm:ss,12.470578,24.3,8,1,5,9,8,6,6
Diagnostics_295_05MAR2022_420,2160,420,0:00:00.240890 hh:mm:ss,12.234463,23.7,8,1,5,8,8,7,4
Diagnostics_296_06MAR2022_1890,4320,1890,0:00:00.469743 hh:mm:ss,9.054688,23.2,7,1,5,9,8,6,6
Diagnostics_297_07MAR2022_721,2592,721,0:00:00.274293 hh:mm:ss,13.850611,22.5,9,2,5,7,8,6,5
Diagnostics_298_08MAR2022_1170,4320,1170,0:00:00.459977 hh:mm:ss,9.358258,22.6,7,1,5,9,8,6,5
Diagnostics_299_09MAR2022_2880,6480,2880,0:00:00.693370 hh:mm:ss,8.886008,23.1,7,1,4,9,8,6,6
Diagnostics_29_01MAR2021_1024,1728,1024,0:00:00.185038 hh:mm:ss,6.620597,20.0,6,1,5,8,7,5,6
Diagnostics_2_30JAN2021_1698,2592,1698,0:00:00.283777 hh:mm:ss,5.282751,23.7,5,1,7,8,6,5,6
Diagnostics_300_10MAR2022_2436,6048,2436,0:00:00.648266 hh:mm:ss,11.401249,26.2,9,1,6,9,7,6,6
Diagnostics_301_11MAR2022_2070,3240,2070,0:00:00.368555 hh:mm:ss,8.677576,26.2,7,1,4,8,8,5,6
Diagnostics_302_12MAR2022_1411,6480,1411,0:00:00.681839 hh:mm:ss,10.115806,25.7,7,2,4,4,8,6,5
Diagnostics_303_12MAR2022_990,4320,990,0:00:00.473761 hh:mm:ss,10.917762,29.2,8,1,4,9,7,6,6
Diagnostics_304_13MAR2022_296,1920,296,0:00:00.207471 hh:mm:ss,6.997819,23.2,7,1,5,7,7,5,3
Diagnostics_305_14MAR2022_1051,2700,1051,0:00:00.291435 hh:mm:ss,14.264935,23.1,10,2,4,7,7,7,5
Diagnostics_306_15MAR2022_1128,2688,1128,0:00:00.305032 hh:mm:ss,9.676159,26.7,7,1,4,8,8,6,6
Diagnostics_307_16MAR2022_1575,2400,1575,0:00:00.259883 hh:mm:ss,6.930223,23.3,6,1,4,8,7,6,6
Diagnostics_308_17MAR2022_2025,2700,2025,0:00:00.293216 hh:mm:ss,9.429233,26.4,7,1,4,8,7,6,6
Diagnostics_309_18MAR2022_1112,1728,1112,0:00:00.182019 hh:mm:ss,10.951121,26.9,8,1,4,8,8,5,6
Diagnostics_30_02MAR2021_2880,4860,2880,0:00:00.529037 hh:mm:ss,8.148116,21.3,6,1,5,9,7,5,6
Diagnostics_310_19MAR2022_1125,2700,1125,0:00:00.292954 hh:mm:ss,9.36577,26.3,7,1,4,8,7,6,6
Diagnostics_311_20MAR2022_600,2160,600,0:00:00.255317 hh:mm:ss,11.962134,22.7,8,1,5,7,7,6,5
Diagnostics_312_21MAR2022_960,5400,960,0:00:00.597528 hh:mm:ss,10.903785,25.5,8,1,4,6,6,2,1
Diagnostics_313_22MAR2022_675,3600,675,0:00:00.391694 hh:mm:ss,9.813384,32.4,9,1,4,8,8,6,5
Diagnostics_314_23MAR2022_2025,2700,2025,0:00:00.285263 hh:mm:ss,9.779997,26.7,7,1,4,8,7,6,6
Diagnostics_315_24MAR2022_417,1536,417,0:00:00.170544 hh:mm:ss,14.773477,23.5,10,2,4,7,7,7,5
Diagnostics_316_25MAR2022_608,1440,608,0:00:00.150597 hh:mm:ss,10.660134,24.7,8,1,5,8,7,6,6
Diagnostics_317_28MAR2022_450,2880,450,0:00:00.305079 hh:mm:ss,9.896404,25.3,8,1,4,9,8,7,6
Diagnostics_318_29MAR2022_1350,2700,1350,0:00:00.289379 hh:mm:ss,9.48532,21.8,7,1,4,7,8,7,6
Diagnostics_319_30MAR2022_856,1620,856,0:00:00.172539 hh:mm:ss,10.724001,22.7,8,2,5,7,7,6,6
Diagnostics_31_03MAR2021_1032,2880,1032,0:00:00.303189 hh:mm:ss,6.95314,20.0,6,1,7,8,6,6,5
Diagnostics_320_31MAR2022_1500,3600,1500,0:00:00.388960 hh:mm:ss,8.833295,24.3,7,1,5,9,7,6,5
Diagnostics_321_01APR2022_361,1440,361,0:00:00.181514 hh:mm:ss,11.30111,20.5,9,2,4,6,7,6,5
Diagnostics_322_02APR2022_680,864,680,0:00:00.095251 hh:mm:ss,10.001714,20.1,9,1,5,6,7,6,6
Diagnostics_323_03APR2022_1620,3240,1620,0:00:00.341974 hh:mm:ss,10.352087,20.2,8,1,4,6,8,7,6
Diagnostics_324_04APR2022_936,2304,936,0:00:00.240357 hh:mm:ss,7.700218,18.7,6,1,5,8,7,6,5
Diagnostics_325_05APR2022_270,1440,270,0:00:00.152617 hh:mm:ss,10.919624,18.8,9,1,4,6,7,5,4
Diagnostics_326_06APR2022_486,1296,486,0:00:00.136660 hh:mm:ss,9.717673,19.7,8,1,5,7,6,6,5
Diagnostics_327_07APR2022_300,1800,300,0:00:00.194480 hh:mm:ss,7.165022,18.6,7,1,4,7,7,7,6
Diagnostics_328_09APR2022_540,1440,540,0:00:00.191520 hh:mm:ss,7.302206,19.3,6,1,4,7,6,6,5
Diagnostics_329_10APR2022_960,2160,960,0:00:00.220435 hh:mm:ss,10.64342,19.7,7,1,4,7,7,6,6
Diagnostics_32_04MAR2021_3642,4860,3642,0:00:00.509663 hh:mm:ss,7.091077,24.4,8,1,7,8,7,6,6
Diagnostics_330_11APR2022_661,1440,661,0:00:00.153589 hh:mm:ss,10.500427,19.1,7,2,4,7,7,6,6
Diagnostics_331_12APR2022_961,1440,961,0:00:00.153615 hh:mm:ss,11.736036,18.8,9,2,4,7,7,6,7
Diagnostics_332_13APR2022_1890,4860,1890,0:00:00.512729 hh:mm:ss,7.807999,22.9,6,1,4,9,8,6,6
Diagnostics_333_14APR2022_1368,3456,1368,0:00:00.377005 hh:mm:ss,12.935886,28.9,7,1,6,9,8,6,6
Diagnostics_334_18APR2022_3691,4860,3691,0:00:00.534543 hh:mm:ss,14.127318,28.0,9,2,4,9,7,6,6
Diagnostics_335_20APR2022_2325,6075,2325,0:00:00.648266 hh:mm:ss,9.067861,24.7,7,1,4,8,8,6,6
Diagnostics_336_21APR2022_4950,9720,4950,0:00:01.061266 hh:mm:ss,9.988985,27.9,7,1,4,8,8,6,6
Diagnostics_337_22APR2022_2026,4050,2026,0:00:00.441458 hh:mm:ss,11.281027,26.2,10,2,4,8,7,6,6
Diagnostics_338_23APR2022_3150,4320,3150,0:00:00.472245 hh:mm:ss,10.259957,27.7,7,1,4,9,7,6,6
Diagnostics_339_24APR2022_2326,3600,2326,0:00:00.385547 hh:mm:ss,11.880803,28.4,9,2,4,8,7,5,6
Diagnostics_33_04MAR2021_1685,2700,1685,0:00:00.285238 hh:mm:ss,7.911204,19.2,7,1,7,8,8,6,7
Diagnostics_340_25APR2022_1289,2160,1289,0:00:00.230384 hh:mm:ss,13.691365,26.3,10,2,4,7,5,5,4
Diagnostics_341_26APR2022_1740,4050,1740,0:00:00.453838 hh:mm:ss,11.504063,33.8,7,1,5,8,6,5,5
Diagnostics_342_27APR2022_1089,1440,1089,0:00:00.183511 hh:mm:ss,11.959519,25.9,9,2,5,8,7,6,6
Diagnostics_343_28APR2022_3420,4860,3420,0:00:00.522602 hh:mm:ss,11.585021,28.9,8,1,5,9,6,6,6
Diagnostics_344_29APR2022_609,1440,609,0:00:00.152617 hh:mm:ss,12.283305,25.3,8,2,5,8,7,6,6
Diagnostics_345_30APR2022_720,960,720,0:00:00.099735 hh:mm:ss,6.469762,18.1,7,1,4,6,6,6,6
Diagnostics_346_01MAY2022_2221,3780,2221,0:00:00.427910 hh:mm:ss,16.800481,49.7,7,2,4,9,8,6,7
Diagnostics_347_02MAY2022_4391,5670,4391,0:00:00.628320 hh:mm:ss,15.750673,37.6,10,2,9,9,7,6,6
Diagnostics_348_03MAY2022_3331,6480,3331,0:00:00.709105 hh:mm:ss,9.711947,26.9,7,2,4,9,8,6,6
Diagnostics_349_04MAY2022_493,3240,493,0:00:00.346081 hh:mm:ss,10.547808,27.2,7,2,7,9,7,6,6
Diagnostics_34_05MAR2021_1536,2016,1536,0:00:00.211469 hh:mm:ss,8.942153,22.2,6,1,6,8,7,6,6
Diagnostics_350_05MAY2022_1200,2688,1200,0:00:00.287635 hh:mm:ss,12.275735,27.9,7,1,6,9,8,7,6
Diagnostics_351_09MAY2022_3690,7290,3690,0:00:00.806349 hh:mm:ss,10.183895,31.2,7,1,5,9,7,6,6
Diagnostics_352_10MAY2022_3870,4860,3870,0:00:00.522693 hh:mm:ss,9.846255,24.2,9,1,5,8,8,6,6
Diagnostics_353_11MAY2022_496,2592,496,0:00:00.270271 hh:mm:ss,8.116411,20.4,7,1,5,8,8,7,5
Diagnostics_354_12MAY2022_210,720,210,0:00:00.075797 hh:mm:ss,7.868889,20.2,9,1,4,5,5,6,5
Diagnostics_355_13MAY2022_30,720,30,0:00:00.075797 hh:mm:ss,8.789548,16.5,9,1,4,5,5,5,5
Diagnostics_356_16MAY2022_840,7560,840,0:00:00.815885 hh:mm:ss,9.574419,33.0,5,1,4,10,9,6,6
Diagnostics_357_17MAY2022_1,960,1,0:00:00.099734 hh:mm:ss,10.348645,18.6,8,2,4,6,6,6,6
Diagnostics_358_19MAY2022_780,2160,780,0:00:00.228390 hh:mm:ss,7.595681,20.8,7,1,4,7,7,6,5
Diagnostics_359_20MAY2022_540,2880,540,0:00:00.310195 hh:mm:ss,7.088497,19.4,7,1,4,6,5,5,2
Diagnostics_35_06MAR2021_1323,2016,1323,0:00:00.216426 hh:mm:ss,8.661743,22.2,6,1,6,8,7,5,6
Diagnostics_360_21MAY2022_480,2160,480,0:00:00.222731 hh:mm:ss,8.363782,19.2,7,1,5,7,7,6,5
Diagnostics_361_22MAY2022_1890,4320,1890,0:00:00.467749 hh:mm:ss,8.823648,22.8,7,1,5,9,8,6,6
Diagnostics_362_23MAY2022_3330,4320,3330,0:00:00.468902 hh:mm:ss,8.354636,23.7,6,1,4,9,8,6,6
Diagnostics_363_26MAY2022_1525,3456,1525,0:00:00.377117 hh:mm:ss,9.743095,24.2,8,2,8,8,7,6,6
Diagnostics_364_27MAY2022_2610,4320,2610,0:00:00.485040 hh:mm:ss,7.977176,21.7,4,1,4,9,7,6,7
Diagnostics_365_31MAY2022_1260,2160,1260,0:00:00.229454 hh:mm:ss,7.289129,20.8,6,1,4,7,6,6,5
Diagnostics_366_01JUN2022_181,960,181,0:00:00.102750 hh:mm:ss,10.09802,22.8,9,2,4,7,7,6,6
Diagnostics_367_02JUN2022_4200,5400,4200,0:00:00.584462 hh:mm:ss,10.335312,24.5,6,1,4,8,6,6,6
Diagnostics_368_06JUN2022_1185,2688,1185,0:00:00.286235 hh:mm:ss,7.091406,20.2,7,2,4,9,8,6,6
Diagnostics_369_07JUN2022_1681,3240,1681,0:00:00.353129 hh:mm:ss,8.344288,23.0,8,2,4,7,7,6,6
Diagnostics_36_07MAR2021_1544,2304,1544,0:00:00.267732 hh:mm:ss,7.857662,21.0,6,1,5,9,7,5,6
Diagnostics_370_08JUN2022_313,1152,313,0:00:00.120677 hh:mm:ss,10.152972,23.7,10,2,4,6,8,7,6
Diagnostics_371_09JUN2022_2026,4050,2026,0:00:00.435836 hh:mm:ss,8.832029,24.9,8,2,4,8,7,6,6
Diagnostics_372_10JUN2022_1140,1440,1140,0:00:00.154586 hh:mm:ss,7.472773,21.9,7,1,4,7,7,6,6
Diagnostics_373_11JUN2022_168,960,168,0:00:00.102725 hh:mm:ss,12.130422,23.8,9,1,4,7,7,6,6
Diagnostics_374_12JUN2022_480,1440,480,0:00:00.150606 hh:mm:ss,7.434949,18.4,7,1,4,6,6,6,6
Diagnostics_375_13JUN2022_375,1800,375,0:00:00.216422 hh:mm:ss,8.343644,19.7,7,1,4,8,8,6,6
Diagnostics_376_14JUN2022_1500,2160,1500,0:00:00.221436 hh:mm:ss,7.131913,19.2,8,1,4,6,6,6,6
Diagnostics_377_15JUN2022_1512,1944,1512,0:00:00.201462 hh:mm:ss,8.051861,21.2,8,1,6,7,7,6,6
Diagnostics_378_16JUN2022_1680,3240,1680,0:00:00.352780 hh:mm:ss,6.639218,21.7,7,1,4,6,6,5,4
Diagnostics_379_16JUN2022_0,960,0,0:00:00.099734 hh:mm:ss,6.426415,17.8,5,1,4,6,6,6,6
Diagnostics_37_08MAR2021_805,3024,805,0:00:00.320679 hh:mm:ss,6.794471,21.5,6,1,8,8,7,6,5
Diagnostics_380_17JUN2022_1080,1728,1080,0:00:00.207997 hh:mm:ss,7.976543,20.1,7,1,5,8,7,6,7
Diagnostics_381_21JUN2022_1021,1440,1021,0:00:00.155092 hh:mm:ss,9.441511,22.3,7,2,4,7,6,6,6
Diagnostics_382_22JUN2022_1080,2592,1080,0:00:00.282245 hh:mm:ss,9.011214,24.5,9,1,5,8,7,6,6
Diagnostics_383_24JUL2022_1392,2160,1392,0:00:00.230990 hh:mm:ss,8.63082,24.2,8,1,7,8,7,6,7
Diagnostics_384_25JUL2022_2085,4860,2085,0:00:00.534744 hh:mm:ss,10.592064,30.9,7,1,5,9,7,6,6
Diagnostics_385_26JUL2022_1470,5670,1470,0:00:00.604737 hh:mm:ss,9.453851,27.6,7,1,4,10,8,7,6
Diagnostics_386_27JUL2022_1072,1728,1072,0:00:00.183509 hh:mm:ss,7.801281,23.5,8,1,5,7,7,5,6
Diagnostics_387_28JUL2022_2100,2700,2100,0:00:00.281273 hh:mm:ss,10.32218,23.4,8,1,4,7,7,6,6
Diagnostics_388_29JUL2022_1208,1728,1208,0:00:00.182538 hh:mm:ss,10.33237,22.2,9,1,4,8,6,6,6
Diagnostics_389_30JUL2022_1875,2700,1875,0:00:00.290278 hh:mm:ss,7.817224,24.8,8,1,4,7,7,5,6
Diagnostics_38_09MAR2021_1173,2688,1173,0:00:00.278417 hh:mm:ss,7.446486,19.1,7,2,9,8,8,6,6
Diagnostics_390_31JUL2022_1200,2700,1200,0:00:00.329956 hh:mm:ss,6.244609,22.9,7,1,4,7,7,6,6
Diagnostics_391_01AUG2022_600,1440,600,0:00:00.150195 hh:mm:ss,10.904551,22.8,8,1,4,6,6,6,5
Diagnostics_392_02AUG2022_810,3600,810,0:00:00.383973 hh:mm:ss,7.179317,22.4,6,1,4,9,8,7,5
Diagnostics_393_04AUG2022_3690,4860,3690,0:00:00.530890 hh:mm:ss,9.275508,27.3,6,1,4,9,7,6,6
Diagnostics_394_08AUG2022_2430,4860,2430,0:00:00.511713 hh:mm:ss,9.263288,25.1,7,1,5,8,7,6,6
Diagnostics_395_09AUG2022_1520,5670,1520,0:00:00.638514 hh:mm:ss,11.566893,33.8,7,1,7,10,8,7,6
Diagnostics_396_10AUG2022_269,2880,269,0:00:00.332140 hh:mm:ss,13.774606,40.7,8,2,7,9,7,5,5
Diagnostics_397_11AUG2022_1140,2700,1140,0:00:00.285237 hh:mm:ss,12.857366,29.3,9,1,5,8,7,6,6
Diagnostics_398_12AUG2022_2220,5670,2220,0:00:00.609626 hh:mm:ss,12.602125,33.4,7,1,5,9,8,6,6
Diagnostics_399_15AUG2022_688,2592,688,0:00:00.288261 hh:mm:ss,9.773307,33.7,7,1,6,9,7,6,5
Diagnostics_39_10MAR2021_1976,2688,1976,0:00:00.280250 hh:mm:ss,7.068656,18.1,6,1,5,9,7,6,6
Diagnostics_3_30JAN2021_1183,3024,1183,0:00:00.349974 hh:mm:ss,5.9853,25.4,5,1,8,7,5,5,5
Diagnostics_400_16AUG2022_2430,4860,2430,0:00:00.527235 hh:mm:ss,9.19115,27.3,6,1,4,9,8,7,6
Diagnostics_401_17AUG2022_208,1280,208,0:00:00.138632 hh:mm:ss,10.593139,29.5,8,1,5,8,7,6,5
Diagnostics_402_18AUG2022_871,3240,871,0:00:00.347865 hh:mm:ss,12.486334,26.4,9,2,4,4,3,7,5
Diagnostics_403_19AUG2022_720,4860,720,0:00:00.529619 hh:mm:ss,7.662331,23.1,6,1,4,9,7,7,5
Diagnostics_404_20AUG2022_810,4860,810,0:00:00.524608 hh:mm:ss,9.556873,26.8,7,1,4,9,8,7,5
Diagnostics_405_21AUG2022_300,4050,300,0:00:00.434688 hh:mm:ss,10.787642,26.4,8,1,4,8,8,6,5
Diagnostics_406_22AUG2022_472,4608,472,0:00:00.494162 hh:mm:ss,10.931863,28.3,8,1,6,10,7,5,5
Diagnostics_407_23AUG2022_900,4860,900,0:00:00.533599 hh:mm:ss,8.298527,27.3,8,1,4,8,8,7,5
Diagnostics_408_24AUG2022_4471,8748,4471,0:00:00.951169 hh:mm:ss,12.097833,29.7,8,2,7,10,8,7,6
Diagnostics_409_25AUG2022_1512,3888,1512,0:00:00.422245 hh:mm:ss,10.148631,22.6,8,1,6,9,8,6,6
Diagnostics_40_11MAR2021_1554,3456,1554,0:00:00.367018 hh:mm:ss,6.921919,17.8,6,1,8,9,8,6,6
Diagnostics_410_29AUG2022_2775,5400,2775,0:00:00.584975 hh:mm:ss,7.412848,23.1,7,1,4,8,7,5,5
Diagnostics_411_30AUG2022_648,2592,648,0:00:00.272213 hh:mm:ss,7.839475,19.7,7,1,5,8,7,6,5
Diagnostics_412_31AUG2022_1145,6480,1145,0:00:00.695369 hh:mm:ss,12.531998,30.3,8,1,8,10,9,8,6
Diagnostics_413_01SEP2022_1650,6075,1650,0:00:00.651225 hh:mm:ss,9.533742,22.9,8,1,5,8,7,7,4
Diagnostics_414_02SEP2022_4535,9720,4535,0:00:01.069157 hh:mm:ss,8.746138,24.8,8,1,6,9,8,6,5
Diagnostics_415_03SEP2022_1280,3240,1280,0:00:00.346075 hh:mm:ss,8.447448,24.1,9,1,6,8,7,5,5
Diagnostics_416_04SEP2022_675,2700,675,0:00:00.290298 hh:mm:ss,8.003566,23.5,8,1,4,8,7,6,5
Diagnostics_417_05SEP2022_270,3240,270,0:00:00.354279 hh:mm:ss,13.053877,31.6,8,1,5,9,8,6,6
Diagnostics_418_06SEP2022_1788,5832,1788,0:00:00.646370 hh:mm:ss,9.749779,27.7,7,1,8,9,9,7,6
Diagnostics_419_07SEP2022_675,2700,675,0:00:00.313063 hh:mm:ss,9.163448,25.9,7,1,4,8,7,6,5
Diagnostics_41_13MAR2021_3662,6048,3662,0:00:00.628427 hh:mm:ss,5.550232,22.5,6,2,8,8,8,5,6
Diagnostics_420_08SEP2022_1275,2700,1275,0:00:00.292218 hh:mm:ss,8.313755,27.0,8,1,4,8,8,6,6
Diagnostics_421_11SEP2022_3960,5184,3960,0:00:00.566571 hh:mm:ss,9.97728,27.2,7,1,6,9,6,5,6
Diagnostics_422_15SEP2022_560,2700,560,0:00:00.284245 hh:mm:ss,8.629352,22.0,7,1,7,9,7,7,6
Diagnostics_423_16SEP2022_3150,4320,3150,0:00:00.466080 hh:mm:ss,10.260297,27.9,7,1,4,9,7,6,6
Diagnostics_424_17SEP2022_1260,4860,1260,0:00:00.511657 hh:mm:ss,9.314535,27.2,7,1,5,9,7,6,5
Diagnostics_425_18SEP2022_2610,4320,2610,0:00:00.461767 hh:mm:ss,9.433938,27.8,7,1,5,9,6,5,6
Diagnostics_426_19SEP2022_448,1728,448,0:00:00.181515 hh:mm:ss,7.756688,22.8,7,1,5,8,7,6,5
Diagnostics_427_20SEP2022_1200,2700,1200,0:00:00.288514 hh:mm:ss,7.340397,23.0,8,1,4,7,7,6,6
Diagnostics_428_21SEP2022_528,864,528,0:00:00.093749 hh:mm:ss,8.368316,21.4,8,1,4,6,6,5,6
Diagnostics_429_22SEP2022_1260,4860,1260,0:00:00.518639 hh:mm:ss,8.652216,25.4,7,1,5,9,7,6,5
Diagnostics_42_13MAR2021_1266,2592,1266,0:00:00.280276 hh:mm:ss,8.895806,25.4,7,1,7,8,8,6,6
Diagnostics_430_23SEP2022_3690,4860,3690,0:00:00.521606 hh:mm:ss,10.648573,28.1,7,1,4,9,7,6,6
Diagnostics_431_24SEP2022_2610,4320,2610,0:00:00.471999 hh:mm:ss,9.943729,27.6,7,1,5,9,6,5,6
Diagnostics_432_25SEP2022_2952,3888,2952,0:00:00.410400 hh:mm:ss,10.024209,25.3,8,1,6,9,7,6,6
Diagnostics_433_26SEP2022_1698,3888,1698,0:00:00.422626 hh:mm:ss,8.268094,25.4,7,1,8,9,7,6,6
Diagnostics_434_27SEP2022_1297,2592,1297,0:00:00.309057 hh:mm:ss,11.117391,27.1,8,2,4,9,8,7,6
Diagnostics_435_28SEP2022_2100,2700,2100,0:00:00.294238 hh:mm:ss,6.899457,23.7,7,1,4,7,8,6,6
Diagnostics_436_03OCT2022_448,1728,448,0:00:00.180543 hh:mm:ss,12.226576,23.7,9,1,5,8,7,6,5
Diagnostics_437_04OCT2022_1976,2592,1976,0:00:00.273111 hh:mm:ss,9.628975,24.3,7,1,5,9,7,6,6
Diagnostics_438_04OCT2022_375,1800,375,0:00:00.197869 hh:mm:ss,6.541295,24.4,7,1,4,8,7,7,6
Diagnostics_439_05OCT2022_1050,2700,1050,0:00:00.292091 hh:mm:ss,9.233616,20.9,7,1,4,7,8,6,6
Diagnostics_43_14MAR2021_690,4860,690,0:00:00.527564 hh:mm:ss,7.822356,26.1,6,1,8,8,8,5,5
Diagnostics_440_06OCT2022_601,1440,601,0:00:00.151240 hh:mm:ss,9.055825,20.0,8,2,4,6,7,6,6
Diagnostics_441_07OCT2022_675,2700,675,0:00:00.303695 hh:mm:ss,7.871094,21.9,6,1,4,8,7,6,5
Diagnostics_442_08OCT2022_226,1800,226,0:00:00.190465 hh:mm:ss,7.894327,20.3,6,2,4,8,7,6,6
Diagnostics_443_09OCT2022_450,1620,450,0:00:00.167552 hh:mm:ss,6.256851,20.0,7,1,4,6,8,7,6
Diagnostics_444_10OCT2022_2466,3240,2466,0:00:00.378990 hh:mm:ss,8.571053,21.6,7,2,6,9,7,6,6
Diagnostics_445_11OCT2022_2101,4050,2101,0:00:00.432842 hh:mm:ss,7.617591,21.9,7,2,4,8,8,7,6
Diagnostics_446_12OCT2022_1651,4050,1651,0:00:00.426859 hh:mm:ss,7.076121,21.4,7,2,4,8,8,6,6
Diagnostics_447_23OCT2022_849,960,849,0:00:00.103722 hh:mm:ss,6.496474,20.5,7,2,4,7,6,6,6
Diagnostics_448_24OCT2022_2113,4860,2113,0:00:00.518640 hh:mm:ss,8.100603,24.1,7,2,7,9,7,6,6
Diagnostics_449_25OCT2022_1080,2592,1080,0:00:00.273394 hh:mm:ss,7.801901,22.1,7,1,5,8,7,6,6
Diagnostics_44_15MAR2021_402,1728,402,0:00:00.214427 hh:mm:ss,6.345339,23.8,6,1,7,8,8,6,5
Diagnostics_450_26OCT2022_1540,5670,1540,0:00:00.623513 hh:mm:ss,10.186476,33.5,7,1,10,10,8,7,6
Diagnostics_451_27OCT2022_708,5184,708,0:00:00.549529 hh:mm:ss,9.648115,24.1,7,1,8,9,7,6,6
Diagnostics_452_28OCT2022_180,1920,180,0:00:00.207445 hh:mm:ss,9.344712,24.8,7,1,5,8,6,5,5
Diagnostics_453_29OCT2022_1261,4860,1261,0:00:00.524749 hh:mm:ss,10.22637,25.6,7,2,4,9,7,6,5
Diagnostics_454_30OCT2022_2415,5670,2415,0:00:00.625798 hh:mm:ss,8.729652,26.1,6,1,4,10,7,6,6
Diagnostics_455_31OCT2022_1304,3024,1304,0:00:00.322138 hh:mm:ss,8.489374,23.2,7,1,5,9,7,6,6
Diagnostics_456_01NOV2022_648,2592,648,0:00:00.274992 hh:mm:ss,8.220532,21.0,6,1,5,8,7,6,5
Diagnostics_457_02NOV2022_648,1728,648,0:00:00.185063 hh:mm:ss,9.093485,20.2,7,1,5,8,7,7,6
Diagnostics_458_03NOV2022_648,2592,648,0:00:00.277300 hh:mm:ss,7.476434,21.6,7,1,5,8,7,6,5
Diagnostics_459_04NOV2022_805,3456,805,0:00:00.378015 hh:mm:ss,9.338689,21.8,7,2,8,8,6,6,5
Diagnostics_45_16MAR2021_560,2400,560,0:00:00.280197 hh:mm:ss,6.050584,18.0,6,1,6,8,8,6,5
Diagnostics_460_08NOV2022_673,1296,673,0:00:00.135170 hh:mm:ss,8.07695,18.9,7,2,4,6,7,6,6
Diagnostics_461_09NOV2022_696,1800,696,0:00:00.192511 hh:mm:ss,6.586438,21.3,8,2,5,8,7,7,7
Diagnostics_462_10NOV2022_282,360,282,0:00:00.034937 hh:mm:ss,7.75207,19.2,0,0,4,2,6,7,7
Diagnostics_463_11NOV2022_156,600,156,0:00:00.057847 hh:mm:ss,6.127597,21.5,0,0,6,2,6,8,6
Diagnostics_464_12NOV2022_497,720,497,0:00:00.073802 hh:mm:ss,7.552361,18.3,7,3,4,6,6,5,6
Diagnostics_465_13NOV2022_386,2592,386,0:00:00.272274 hh:mm:ss,7.601518,18.4,7,3,6,8,7,7,5
Diagnostics_466_14NOV2022_2551,4050,2551,0:00:00.437994 hh:mm:ss,6.306532,17.8,6,2,4,8,8,5,6
Diagnostics_467_15NOV2022_170,864,170,0:00:00.091754 hh:mm:ss,8.063401,19.0,8,3,5,7,7,6,6
Diagnostics_468_16NOV2022_333,648,333,0:00:00.061835 hh:mm:ss,8.213391,19.4,0,0,5,2,6,7,6
Diagnostics_469_17NOV2022_651,1080,651,0:00:00.114695 hh:mm:ss,6.931587,18.0,8,3,6,6,7,6,7
Diagnostics_46_18MAR2021_1554,2304,1554,0:00:00.266424 hh:mm:ss,5.859664,22.1,6,1,7,8,7,5,6
Diagnostics_470_18NOV2022_849,960,849,0:00:00.100731 hh:mm:ss,5.562942,18.7,6,2,4,7,6,6,6
Diagnostics_471_19NOV2022_487,1944,487,0:00:00.206588 hh:mm:ss,7.668038,18.3,7,2,5,7,6,6,6
Diagnostics_472_20NOV2022_2563,3240,2563,0:00:00.349890 hh:mm:ss,8.327859,24.7,7,2,7,8,8,7,7
Diagnostics_473_21NOV2022_527,2160,527,0:00:00.262229 hh:mm:ss,8.900312,23.2,9,3,8,8,8,7,6
Diagnostics_474_22NOV2022_817,2160,817,0:00:00.230385 hh:mm:ss,7.635797,23.1,8,3,6,7,7,7,6
Diagnostics_475_28NOV2022_2026,2700,2026,0:00:00.299229 hh:mm:ss,7.332985,23.0,7,2,4,8,7,6,6
Diagnostics_476_29NOV2022_331,2592,331,0:00:00.276262 hh:mm:ss,7.900946,20.0,7,2,7,7,7,5,5
Diagnostics_477_30NOV2022_567,2268,567,0:00:00.241979 hh:mm:ss,8.9927,21.8,6,1,6,8,7,6,5
Diagnostics_478_01DEC2022_1875,2700,1875,0:00:00.286821 hh:mm:ss,6.674299,20.4,6,1,4,7,7,5,6
Diagnostics_479_02DEC2022_721,1620,721,0:00:00.170577 hh:mm:ss,7.197464,17.3,7,2,4,5,5,5,5
Diagnostics_47_19MAR2021_1120,1728,1120,0:00:00.188495 hh:mm:ss,7.42969,23.3,6,1,5,8,6,5,6
Diagnostics_480_03DEC2022_252,576,252,0:00:00.060849 hh:mm:ss,6.271518,15.7,6,1,5,6,6,6,5
Diagnostics_481_04DEC2022_472,900,472,0:00:00.099733 hh:mm:ss,5.680307,17.0,0,0,4,1,7,7,7
Diagnostics_482_05DEC2022_206,300,206,0:00:00.029892 hh:mm:ss,11.614669,26.7,0,0,3,3,7,6,7
Diagnostics_483_06DEC2022_150,480,150,0:00:00.049389 hh:mm:ss,7.222397,15.3,7,1,4,5,4,5,4
